sample_id	run_id	assay_type	run_classification	interpretation_domain	summary_axis	consequence_label	count
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	clinical_status	likely_pathogenic	13
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	clinical_status	missing	19758
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	clinical_status	pathogenic	20
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	clinical_status	vus	184
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	frequency_class	common	24674
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	frequency_class	low_frequency	1215
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	frequency_class	missing	262
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	frequency_class	rare	1335
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	frequency_class	unknown	0
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	interpretation_label	coding_common_or_low_support	25169
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	interpretation_label	coding_uninterpretable	1196
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	interpretation_label	lof_or_missense_rare	1121
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	interpretation_label	lof_rare_clinically_supported	0
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	variant_function	loss_of_function	789
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	variant_function	missense	11573
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	variant_function	other_coding	369
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	variant_function	splice_relevant	3154
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	variant_function	synonymous	11601
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	coding	variant_function	unknown	0
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	clinical_status	benign	31605
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	clinical_status	conflicting	13
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	clinical_status	likely_benign	1071
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	clinical_status	likely_pathogenic	5
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	clinical_status	missing	4576020
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	clinical_status	pathogenic	28
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	clinical_status	vus	356
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	context	intergenic	1107793
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	context	intronic	1615376
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	context	proximal	587954
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	context	regulatory	0
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	context	transcript_associated	1253498
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	context	unknown	44477
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	frequency_class	common	4206244
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	frequency_class	low_frequency	156992
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	frequency_class	missing	117393
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	frequency_class	rare	128469
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	frequency_class	unknown	0
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	interpretation_label	noncoding_common_or_low_support	3344586
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	interpretation_label	noncoding_uninterpretable	1152270
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	interpretation_label	regulatory_or_transcript_rare	112242
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	noncoding	interpretation_label	regulatory_rare_supported	0
