sample_id	run_id	assay_type	run_classification	gene_id	gene_symbol	overlay_source	overlay_source_count	overlay_source_list	mitocarta_hit	epi25_hit	match_key	functional_impact	variant_count
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000006282	SPATA20	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000006282	SPATA20	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000006282	SPATA20	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000006695	COX10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000006695	COX10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000006744	ELAC2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000006744	ELAC2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000006744	ELAC2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000007923	DNAJC11	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000007923	DNAJC11	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000008405	CRY1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000011376	LARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	4
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000014824	SLC30A9	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000014824	SLC30A9	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000016391	CHDH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000016391	CHDH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000019186	CYP24A1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000021826	CPS1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000021826	CPS1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000023330	ALAS1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000025772	TOMM34	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000026652	AGPAT4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000027001	MIPEP	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000029639	TFB1M	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000037474	NSUN2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000042286	AIFM2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000048544	MRPS10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000048707	VPS13D	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000048707	VPS13D	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000050393	MCUR1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000050426	LETMD1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000051341	POLQ	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	5
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000051341	POLQ	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000059691	GATB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000061794	MRPS35	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000061794	MRPS35	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000063761	ADCK1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000065154	OAT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000066813	ACSM2B	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000066813	ACSM2B	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000066926	FECH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000067829	IDH3G	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000068120	COASY	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000068120	COASY	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000069998	HDHD5	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000072210	ALDH3A2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000072756	TRNT1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000072756	TRNT1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000073169	SELENOO	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000073169	SELENOO	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	3
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000073578	SDHA	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000073578	SDHA	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000073578	SDHA	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	7
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000074071	MRPS34	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000075239	ACAT1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000076555	ACACB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000076555	ACACB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000076555	ACACB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	5
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000077713	SLC25A43	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000077713	SLC25A43	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000078070	MCCC1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000078070	MCCC1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000078618	NRDC	mitocarta	1	mitocarta	True	False	ensembl_gene_id	other_coding	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000078618	NRDC	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000080819	CPOX	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000081177	EXD2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000084090	STARD7	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000084090	STARD7	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000084754	HADHA	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000085760	MTIF2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000085760	MTIF2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000087157	PGS1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000087299	L2HGDH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000087299	L2HGDH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000088766	CRLS1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000088888	MAVS	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	3
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000089060	SLC8B1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000090432	MUL1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000090432	MUL1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000090857	PDPR	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000090857	PDPR	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000091140	DLD	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000091483	FH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000093010	COMT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000093010	COMT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000095321	CRAT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000099795	NDUFB7	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000099821	POLRMT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000099821	POLRMT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000099968	BCL2L13	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100075	SLC25A1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100150	DEPDC5	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100150	DEPDC5	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100300	TSPO	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100347	SAMM50	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100347	SAMM50	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100347	SAMM50	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	3
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100412	ACO2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100445	SDR39U1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	3
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100445	SDR39U1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100577	GSTZ1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100596	SPTLC2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000100890	PRORP	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000101019	UQCC1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000101181	MTG2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000101365	IDH3B	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000101391	CDK5RAP1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000101574	METTL4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	4
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000101574	METTL4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	4
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000102738	MRPS31	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000102743	SLC25A15	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000102743	SLC25A15	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000102967	DHODH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103121	CMC2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103148	NPRL3	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id	loss_of_function	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103150	MLYCD	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103150	MLYCD	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103202	NME4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103254	ANTKMT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103254	ANTKMT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103356	EARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103356	EARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103356	EARS2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000103507	BCKDK	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000105341	DMAC2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000105379	ETFB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000105552	BCAT2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000105755	ETHE1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000105793	GTPBP10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000105819	PMPCB	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000106049	HIBADH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000106077	ABHD11	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000106105	GARS1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000106105	GARS1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000106591	MRPL32	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000107537	PHYH	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000107959	PITRM1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	3
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000107959	PITRM1	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	3
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000108387	SEPTIN4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000108387	SEPTIN4	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000108439	PNPO	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000108599	AKAP10	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	2
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000109576	AADAT	mitocarta	1	mitocarta	True	False	ensembl_gene_id	splice_relevant	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000109854	HTATIP2	mitocarta	1	mitocarta	True	False	ensembl_gene_id	missense	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000110090	CPT1A	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	1
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	ENSG00000110435	PDHX	mitocarta	1	mitocarta	True	False	ensembl_gene_id	synonymous	2
